Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Integrating Community-Based Interventions to Reverse the Convergent TB/HIV Epidemics in Rural South Africa.,"Gilbert, Jennifer A; Long, Elisa F; Brooks, Ralph P; Friedland, Gerald H; Moll, Anthony P; Townsend, Jeffrey P; Galvani, Alison P; Shenoi, Sheela V","The WHO recommends integrating interventions to address the devastating TB/HIV co-epidemics in South Africa, yet integration has been poorly implemented and TB/HIV control efforts need strengthening. Identifying infected individuals is particularly difficult in rural settings. We used mathematical modeling to predict the impact of community-based, integrated TB/HIV case finding and additional control strategies on South Africa's TB/HIV epidemics. We developed a model incorporating TB and HIV transmission to evaluate the effectiveness of integrating TB and HIV interventions in rural South Africa over 10 years. We modeled the impact of a novel screening program that integrates case finding for TB and HIV in the community, comparing it to status quo and recommended TB/HIV control strategies, including GeneXpert, MDR-TB treatment decentralization, improved first-line TB treatment cure rate, isoniazid preventive therapy, and expanded ART. Combining recommended interventions averted 27% of expected TB cases (95% CI 18-40%) 18% HIV (95% CI 13-24%), 60% MDR-TB (95% CI 34-83%), 69% XDR-TB (95% CI 34-90%), and 16% TB/HIV deaths (95% CI 12-29). Supplementing these interventions with annual community-based TB/HIV case finding averted a further 17% of TB cases (44% total; 95% CI 31-56%), 5% HIV (23% total; 95% CI 17-29%), 8% MDR-TB (68% total; 95% CI 40-88%), 4% XDR-TB (73% total; 95% CI 38-91%), and 8% TB/HIV deaths (24% total; 95% CI 16-39%). In addition to increasing screening frequency, we found that improving TB symptom questionnaire sensitivity, second-line TB treatment delays, default before initiating TB treatment or ART, and second-line TB drug efficacy were significantly associated with even greater reductions in TB and HIV cases. TB/HIV epidemics in South Africa were most effectively curtailed by simultaneously implementing interventions that integrated community-based TB/HIV control strategies and targeted drug-resistant TB. Strengthening existing TB and HIV treatment programs is needed to further reduce disease incidence.",2015,,PloS one,10,5,e0126267,,10.1371/journal.pone.0126267,,#864,Gilbert 2015,"",""
"Health benefits, costs, and cost-effectiveness of earlier eligibility for adult antiretroviral therapy and expanded treatment coverage: a combined analysis of 12 mathematical models.","Eaton, Jeffrey W; Menzies, Nicolas A; Stover, John; Cambiano, Valentina; Chindelevitch, Leonid; Cori, Anne; Hontelez, Jan A C; Humair, Salal; Kerr, Cliff C; Klein, Daniel J; Mishra, Sharmistha; Mitchell, Kate M; Nichols, Brooke E; Vickerman, Peter; Bakker, Roel; Barnighausen, Till; Bershteyn, Anna; Bloom, David E; Boily, Marie-Claude; Chang, Stewart T; Cohen, Ted; Dodd, Peter J; Fraser, Christophe; Gopalappa, Chaitra; Lundgren, Jens; Martin, Natasha K; Mikkelsen, Evelinn; Mountain, Elisa; Pham, Quang D; Pickles, Michael; Phillips, Andrew; Platt, Lucy; Pretorius, Carel; Prudden, Holly J; Salomon, Joshua A; van de Vijver, David A M C; de Vlas, Sake J; Wagner, Bradley G; White, Richard G; Wilson, David P; Zhang, Lei; Blandford, John; Meyer-Rath, Gesine; Remme, Michelle; Revill, Paul; Sangrujee, Nalinee; Terris-Prestholt, Fern; Doherty, Meg; Shaffer, Nathan; Easterbrook, Philippa J; Hirnschall, Gottfried; Hallett, Timothy B","BACKGROUND: New WHO guidelines recommend ART initiation for HIV-positive persons with CD4 cell counts <=500 cells/microL, a higher threshold than was previously recommended. Country decision makers must consider whether to further expand ART eligibility accordingly., METHODS: We used multiple independent mathematical models in four settings-South Africa, Zambia, India, and Vietnam-to evaluate the potential health impact, costs, and cost-effectiveness of different adult ART eligibility criteria under scenarios of current and expanded treatment coverage, with results projected over 20 years. Analyses considered extending eligibility to include individuals with CD4 <=500 cells/microL or all HIV-positive adults, compared to the previous recommendation of initiation with CD4 <=350 cells/microL. We assessed costs from a health system perspective, and calculated the incremental cost per DALY averted ($/DALY) to compare competing strategies. Strategies were considered 'very cost-effective' if the $/DALY was less than the country's per capita gross domestic product (GDP; South Africa: $8040, Zambia: $1425, India: $1489, Vietnam: $1407) and 'cost-effective' if $/DALY was less than three times per capita GDP., FINDINGS: In South Africa, the cost per DALY averted of extending ART eligibility to CD4 <=500 cells/microL ranged from $237 to $1691/DALY compared to 2010 guidelines; in Zambia, expanded eligibility ranged from improving health outcomes while reducing costs (i.e. dominating current guidelines) to $749/DALY. Results were similar in scenarios with substantially expanded treatment access and for expanding eligibility to all HIV-positive adults. Expanding treatment coverage in the general population was therefore found to be cost-effective. In India, eligibility for all HIV-positive persons ranged from $131 to $241/DALY and in Vietnam eligibility for CD4 <=500 cells/microL cost $290/DALY. In concentrated epidemics, expanded access among key populations was also cost-effective., INTERPRETATION: Earlier ART eligibility is estimated to be very cost-effective in low- and middle-income settings, although these questions should be revisited as further information becomes available. Scaling-up ART should be considered among other high-priority health interventions competing for health budgets., FUNDING: The Bill and Melinda Gates Foundation and World Health Organization.",2013,,The Lancet. Global health,2,1,23-34,,10.1016/S2214-109X(13)70172-4,,#884,Eaton 2013,"",""
Agent-based modeling of the spread of influenza-like illness in an emergency department: a simulation study.,"Laskowski, Marek; Demianyk, Bryan C P; Witt, Julia; Mukhi, Shamir N; Friesen, Marcia R; McLeod, Robert D","The objective of this paper was to develop an agent-based modeling framework in order to simulate the spread of influenza virus infection on a layout based on a representative hospital emergency department in Winnipeg, Canada. In doing so, the study complements mathematical modeling techniques for disease spread, as well as modeling applications focused on the spread of antibiotic-resistant nosocomial infections in hospitals. Twenty different emergency department scenarios were simulated, with further simulation of four infection control strategies. The agent-based modeling approach represents systems modeling, in which the emergency department was modeled as a collection of agents (patients and healthcare workers) and their individual characteristics, behaviors, and interactions. The framework was coded in C++ using Qt4 libraries running under the Linux operating system. A simple ordinary least squares (OLS) regression was used to analyze the data, in which the percentage of patients that became infected in one day within the simulation was the dependent variable. The results suggest that within the given instance context, patient-oriented infection control policies (alternate treatment streams, masking symptomatic patients) tend to have a larger effect than policies that target healthcare workers. The agent-based modeling framework is a flexible tool that can be made to reflect any given environment; it is also a decision support tool for practitioners and policymakers to assess the relative impact of infection control strategies. The framework illuminates scenarios worthy of further investigation, as well as counterintuitive findings.",2011,,IEEE transactions on information technology in biomedicine : a publication of the IEEE Engineering in Medicine and Biology Society,15,6,877-89,,10.1109/TITB.2011.2163414,,#900,Laskowski 2011,Nancy Tahmo (2025-04-30 06:44:24)(Select): Acknowledgment section; ,""
"HIV epidemic trend and antiretroviral treatment need in Karonga District, Malawi.","White, R G; Vynnycky, E; Glynn, J R; Crampin, A C; Jahn, A; Mwaungulu, F; Mwanyongo, O; Jabu, H; Phiri, H; McGrath, N; Zaba, B; Fine, P E M","We describe the development of the HIV epidemic in Karonga District, Malawi over 22 years using data from population surveys and community samples. These data are used to estimate the trend in HIV prevalence, incidence and need for antiretroviral treatment (ART) using a simple mathematical model. HIV prevalence rose quickly in the late 1980s and early 1990s, stabilizing at around 12% in the mid-1990s. Estimated annual HIV incidence rose quickly, peaking in the early 1990s at 2.2% among males and 3.1% among females, and then levelled off at 1.3% among males and 1.1% among females by the late 1990s. Assuming a 2-year eligibility period, both our model and the UNAIDS models predicted 2.1% of adults were in need of ART in 2005. This prediction was sensitive to the assumed eligibility period, ranging from 1.6% to 2.6% if the eligibility period was instead assumed to be 1.5 or 2.5 years, respectively.",2007,,Epidemiology and infection,135,6,922-32,,10.1017/S0950268806007680,,#919,White 2007,Nancy Tahmo (2025-05-03 11:38:31)(Select): Author affiliation; ,""
Optimal COVID-19 testing strategy on limited resources,Tatsuki O.; Naoki H.; Igarashi Y.,"The last three years have been spent combating COVID-19, and governments have been seeking optimal solutions to minimize the negative impacts on societies. Although two types of testing have been performed for this-follow-up testing for those who had close contact with infected individuals and mass-testing of those with symptoms-the allocation of resources has been controversial. Mathematical models such as the susceptible, infectious, exposed, recovered, and dead (SEIRD) model have been developed to predict the spread of infection. However, these models do not consider the effects of testing characteristics and resource limitations. To determine the optimal testing strategy, we developed a testing-SEIRD model that depends on testing characteristics and limited resources. In this model, people who test positive are admitted to the hospital based on capacity and medical resources. Using this model, we examined the infection spread depending on the ratio of follow-up and mass-testing. The simulations demonstrated that the infection dynamics exhibit an all-or-none response as infection expands or extinguishes. Optimal and worst follow-up and mass-testing combinations were determined depending on the total resources and cost ratio of the two types of testing. Furthermore, we demonstrated that the cumulative deaths varied significantly by hundreds to thousands of times depending on the testing strategy, which is encouraging for policymakers. Therefore, our model might provide guidelines for testing strategies in the cases of recently emerging infectious diseases.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-NC-ND 4.0 International license.",2021,,medRxiv,,"(Tatsuki) Department of Pharmacoepidemiology, Graduate School of Medicine and Public Health, Kyoto University, Yoshidakonoecho, Sakyo, Kyoto, Japan(Tatsuki) Department of Anesthesiology and Pain Clinic, Juntendo University Shizuoka Hospital, Shizuoka, Izu",,2015038991,10.1101/2021.08.31.21262868,,#934,Tatsuki 2021,"",""
Design of effective outpatient sentinel surveillance for COVID-19 decision-making: A modeling study,Toh K.B.; Runge M.; Richardson R.A.K.; Hladish T.J.; Gerardin J.,"Background: Decision-makers impose COVID-19 mitigations based on public health indicators such as reported cases, which are sensitive to fluctuations in supply and demand for diagnostic testing, and hospital admissions, which lag infections by up to two weeks. Imposing mitigations too early has unnecessary economic costs, while imposing too late leads to uncontrolled epidemics with unnecessary cases and deaths. Sentinel surveillance of recently-symptomatic individuals in outpatient testing sites may overcome biases and lags in conventional indicators, but the minimal outpatient sentinel surveillance system needed for reliable trend estimation remains unknown. Method(s): We used a stochastic, compartmental transmission model to evaluate the performance of various surveillance indicators at reliably triggering an alarm in response to, but not before, a step increase in transmission of SARS-CoV-2. The surveillance indicators included hospital admissions, hospital occupancy, and sentinel cases with varying levels of sampling effort capturing 5, 10, 20, 50 or 100% of incident mild cases. We tested 3 levels of transmission increase, 3 population sizes, and condition of either simultaneous transmission increase, or lagged increase in older population. We compared the indicators' performance at triggering alarm soon after, but not prior, to the transmission increase. Result(s): Compared to surveillance based on hospital admissions, outpatient sentinel surveillance that captured at least 20% of incident mild cases could trigger alarm 2 to 5 days earlier for a mild increase in transmission and 6 days earlier for moderate or strong increase. Sentinel surveillance triggered fewer false alarms and averted more deaths per day spent in mitigation. When transmission increase in older populations lagged increase in younger populations by 14 days, sentinel surveillance extended its lead time over hospital admissions by an additional 2 days. Conclusion(s): Sentinel surveillance of mild symptomatic cases can provide more timely and reliable information on changes in transmission to inform decision-makers in an epidemic like COVID-19.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-NC-ND 4.0 International license.",2022,,medRxiv,,"(Toh, Runge, Gerardin) Department of Preventive Medicine and Robert J. Havey, MD Institute for Global Health, Northwestern University, Feinberg School of Medicine, Chicago, IL, United States(Richardson) Department of Chemical and Biological Engineering, N",,2021043860,10.1101/2022.10.21.22281330,,#935,Toh 2022,"",""
Modelling optimal vaccination strategies against Covid-19 in a context of Gamma variant predominance in Brazil,Ferreira L.S.; de Almeida G.B.; Borges M.E.; Simon L.M.; Poloni S.; Bagattini A.M.; da Rosa M.Q.M.; Filho J.A.F.D.; de Souza Kuchenbecker R.; Camey S.A.; Kraenkel R.A.; Coutinho R.M.; Toscano C.M.,"Brazil experienced moments of collapse in its health system throughout 2021, driven by a timid initial vaccination strategy against Covid-19, combined with the emergence of variants of interest (VOC). Mathematical modelling has been used to subsidize decision-makers in public health planning. Considering the vaccine products available, effectiveness estimates, the emergence of Gamma as the predominant VOC circulating in 2021, and national estimated doses available for the next several months, we developed a Markov-chain mathematical modelling approach to evaluate optimal strategies for Covid-19 vaccination in Brazil in terms of Covid deaths averted. Our main findings are that in order to reach higher vaccination impact in Brazil, Covid-19 immunization strategies should include recovering vaccination coverage rates in high-risk groups reaching higher coverage; expanding vaccination to younger age groups should be considered only after ensuring at least 80% coverage in older age groups; reducing the interval between doses of AZD1222 from 12 to 8 weeks. We also demonstrate that the latter is only feasible if accompanied by an increase in vaccine supply of at least 50% in the next six month period.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-ND 4.0 International license.",2021,,medRxiv,,"(Ferreira, Poloni, Kraenkel) Sao Paulo State University (UNESP), Institute for Theoretical Physics, Brazil(Ferreira, Borges, Poloni, Filho, Kraenkel, Coutinho) Observatorio Covid-19 BR(de Almeida) Sao Paulo State University (UNESP), Infectious Diseases De",,2015874243,10.1101/2021.11.19.21266590,,#945,Ferreira 2021,"",""
COVID-19 Hotspot Mapping and Prediction in Aizawl District of Mizoram: a Hotspot and SEIR Model-Based Analysis,"Biswas, B.; Das, K.; Saikia, D.; Chouhan, P.","The COVID-19 virus rapidly expanded worldwide and infected people from most of the countries (215) within a span of three months. The virus did not spare even the remote geographical areas, including the remote regions of India’s hilly north-eastern states. According to the Ministry of Health and Family Welfare (MoHFW, GoI), report 2021, the recovery rate of the Aizawl district was very low, but the positivity rate was high during the second wave of this pandemic, compared to the national average. Hence, the present work is aimed at analysing the spatial pattern of COVID-19 in Mizoram through hotspot analysis and forecasting the trend of coronavirus spread using the susceptible-exposed-infected-removed (SEIR) model. To show the clustering pattern of COVID-19 in Aizawl we used Getis-Ords Gi* statistic. The Getis-Ords Gi* statistic defines a cluster of values that are higher or lower than expected by chance giving the output as a z score.Getis-Ords Gi* statistic, also known as “hotspots” and “coldspots”, identify the clustering pattern of high and low values in a spatial distribution.To perform the Getis-Ords Gi* statistic the authors used the monthly average of COVID-19 data for the study period.During the study done between September 2021 and March 2022, hotspot analysis identified the city areas as hotspot zones, while the periphery of city limits was identified as coldspot zones. The forecast was made for 45 days (from July 27th to September 10th, 2022). An ROC curve has been used to validate the prediction result. The area under the curve (AUC) is 76.71%, signifying the validation of the prediction. This research will assist policymakers and the government in developing health management policies to mitigate the effects of a future pandemic. © Indian Statistical Institute 2023.",2024,,Sankhya A,86,1,1-26,,10.1007/s13171-023-00312-y,,#1040,Biswas 2024,Nancy Tahmo (2025-04-26 07:41:24)(Select): Acknowledgment section; ,""
Professors and Practitioners: Assessing the Impact of COVID-19 in the State of Oklahoma with and Without Residents of Long-Term Care Facilities,"Taylor, J.; McCann, M.; Chakraborty, G.; Krutz, G.; Dvorak, J.; Wendelboe, A.","Objectives: Our analysis, which began as a request from the Oklahoma Governor for useable analysis for state decision making, seeks to predict statewide COVID-19 spread through a variety of lenses, including with and without long-term care facilities (LTCFs), accounting for rural/urban differences, and considering the impact of state government regulations of the citizenry on disease spread. Methods: We utilize a deterministic susceptible exposed infectious resistant (SEIR) model designed to fit observed fatalities, hospitalizations, and ICU beds for the state of Oklahoma with a particular focus on the role of the rural/urban nature of the state and the impact that COVID-19 cases in LTCFs played in the outbreak. Results: The model provides a reasonable fit for the observed data on new cases, deaths, and hospitalizations. Moreover, removing LTCF cases from the analysis sharpens the analysis of the population in general, showing a more gradual increase in cases at the start of the pandemic and a steeper increase when the second surge occurred. Conclusions: We anticipate that this procedure could be helpful to policymakers in other states or municipalities now and in the future. © 2020 by the Southwestern Social Science Association",2021,,Soc. Sci. Q.,102,1,17-28,,10.1111/ssqu.12895,,#1104,Taylor 2021,"",""
"Modeling the Impact of the COVID-19 Pandemic on First Nations, Metis, and Inuit Communities: Some Considerations","Lavoie, J.G.; Romanescu, R.G.; Katz, A.; Nickel, N.","Objectives: This article articulates the complexity of modeling in First Nations, Metis, and Inuit contexts by providing the results of a modeling exercise completed at the request of the First Nations Health and Social Secretariat of Manitoba. Methods: We developed a model using the impact of a previous pandemic (the 2009 H1N1) to generate estimates. Results: The lack of readily available data has resulted in a model that assumes homogeneity of communities in terms of health status, behaviour, and infrastructure limitations. While homogeneity may be a reasonable assumption for province-wide planning, First Nation communities and Tribal Councils require more precise information in order to plan effectively. Metis and urban Inuit communities, in contrast, have access to much less information, making the role of Indigenous organizations mandated to serve the needs of these populations that much more difficult.Conclusion: For many years, Indigenous organizations have advocated for the need to have access to current and precise data to meet their needs. The COVID-19 pandemic demonstrates the importance of timely and accurate community-based data to support pandemic responses. © 2020. International Indigenous Policy Journal. All Rights Reserved.",2020,,Int. Indig. Policy J.,11,3,1-8,,10.18584/iipj.2020.11.3.10733,,#1111,Lavoie 2020,"",""
Using a real-world network to model localized COVID-19 control strategies,"Firth, J.A.; Hellewell, J.; Klepac, P.; Kissler, S.; Jit, M.; Atkins, K.E.; Clifford, S.; Villabona-Arenas, C.J.; Meakin, S.R.; Diamond, C.; Bosse, N.I.; Munday, J.D.; Prem, K.; Foss, A.M.; Nightingale, E.S.; Zandvoort, K.; Davies, N.G.; Gibbs, H.P.; Medley, G.; Gimma, A.; Flasche, S.; Simons, D.; Auzenbergs, M.; Russell, T.W.; Quilty, B.J.; Rees, E.M.; Leclerc, Q.J.; Edmunds, W.J.; Funk, S.; Houben, R.M.G.J.; Knight, G.M.; Abbott, S.; Sun, F.Y.; Lowe, R.; Tully, D.C.; Procter, S.R.; Jarvis, C.I.; Endo, A.; O’Reilly, K.; Emery, J.C.; Jombart, T.; Rosello, A.; Deol, A.K.; Quaife, M.; Hué, S.; Liu, Y.; Eggo, R.M.; Pearson, C.A.B.; Kucharski, A.J.; Spurgin, L.G.","Case isolation and contact tracing can contribute to the control of COVID-19 outbreaks1,2. However, it remains unclear how real-world social networks could influence the effectiveness and efficiency of such approaches. To address this issue, we simulated control strategies for SARS-CoV-2 transmission in a real-world social network generated from high-resolution GPS data that were gathered in the course of a citizen-science experiment3,4. We found that tracing the contacts of contacts reduced the size of simulated outbreaks more than tracing of only contacts, but this strategy also resulted in almost half of the local population being quarantined at a single point in time. Testing and releasing non-infectious individuals from quarantine led to increases in outbreak size, suggesting that contact tracing and quarantine might be most effective as a ‘local lockdown’ strategy when contact rates are high. Finally, we estimated that combining physical distancing with contact tracing could enable epidemic control while reducing the number of quarantined individuals. Our findings suggest that targeted tracing and quarantine strategies would be most efficient when combined with other control measures such as physical distancing. © 2020, The Author(s), under exclusive licence to Springer Nature America, Inc.",2020,,Nat. Med.,26,10,1616-1622,,10.1038/s41591-020-1036-8,,#1112,Firth 2020,"",""
An epidemiological forecast model and software assessing interventions on the COVID-19 epidemic in China,"Wang, L.; Zhou, Y.; He, J.; Zhu, B.; Wang, F.; Tang, L.; Kleinsasser, M.; Barker, D.; Eisenberg, M.C.; Song, P.X.K.","We develop a health informatics toolbox that enables timely analysis and evaluation of the timecourse dynamics of a range of infectious disease epidemics. As a case study, we examine the novel coronavirus (COVID-19) epidemic using the publicly available data from the China CDC. This toolbox is built upon a hierarchical epidemiological model in which two observed time series of daily proportions of infected and removed cases are generated from the underlying infection dynamics governed by a Markov Susceptible-Infectious-Removed (SIR) infectious disease process. We extend the SIR model to incorporate various types of time-varying quarantine protocols, including government-level 'macro' isolation policies and community-level 'micro' social distancing (e.g. self-isolation and self-quarantine) measures. We develop a calibration procedure for underreported infected cases. This toolbox provides forecasts, in both online and offline forms, as well as simulating the overall dynamics of the epidemic. An R software package is made available for the public, and examples on the use of this software are illustrated. Some possible extensions of our novel epidemiological models are discussed. © 2020 Center for Applied Statistics, School of Statistics, Renmin University of China. All rights reserved.",2020,,J. Data Sci.,18,3,409-432,,10.6339/JDS.202007_18(3).0003,,#1114,Wang 2020,Nancy Tahmo (2025-04-30 05:20:16)(Select): Software tool; ,""
Vaccine prioritization for effective pandemic response,"Lee, E.K.; Yuan, F.; Pietz, F.H.; Benecke, B.A.; Burel, G.","Public health experts agree that the best strategy to contain a pandemic, where vaccination is the prophylactic treatment but vaccine supply is limited, is to give higher priority to higher-risk populations. We derive a mathematical decision framework to track the effectiveness of prioritized vaccination through the course of a pandemic. Our approach couples a disease-propagation model with a vaccine queueing model and an optimization engine to determine optimal prioritized coverage in a mixed-vaccination strategy. This demonstrably minimizes infection and mortality. Given estimated outbreak characteristics, vaccine inventory levels, and individual risk factors, the study reveals an optimal coverage for the high-risk group that results in the lowest overall attack and mortality rates. This knowledge is critical to public health policy makers for determining the best strategies for population protection. This becomes particularly important in determining when to switch from a prioritized strategy emphasizing high-risk groups to a nonprioritized strategy in which the vaccine becomes available publicly. Our analysis highlights the importance of uninterrupted vaccine supply. Although the 2009 H1N1 supply, received in interrupted batches, eventually covered over 30 percent of the population, the resulting attack and mortality rates are significantly inferior to those in a scenario where only 20 percent of the population is covered with an uninterrupted supply. We also learned that early vaccination is important. Contrasting the 2009 H1N1 supply to a 10 percent uninterrupted supply, a three-week delay in vaccination reduces the 9.9 percent infection reduction of the former to a mere 0.9 percent. The optimal trigger for switching from prioritized to nonprioritized vaccination is sensitive to infectivity and vulnerability of the high-risk groups. Our study further underscores the importance of throughput efficiency in dispensing and its effects on the overall attack and mortality rates. The more transmissible the virus is, the lower the threshold for switching to nonprioritized vaccination. Our model, which can be generalized, allows the incorporation of seasonality and virus mutation of the biological agents. The system empowers policy makers to make the right decisions at the appropriate time to save more lives, better utilize limited resources, and reduce the health-service burden during a pandemic event. © 2015 INFORMS.",2015,,Interfaces,45,5,425-443,,10.1287/inte.2015.0814,,#1131,Lee 2015,"",""
"Modeling the effect of water, sanitation, and hygiene and oral cholera vaccine implementation in Haiti","Fung, I.C.-H.; Fitter, D.L.; Borse, R.H.; Meltzer, M.I.; Tappero, J.W.","In 2010, toxigenic Vibrio cholerae was newly introduced to Haiti. Because resources are limited, decisionmakers need to understand the effect of different preventive interventions. We built a static model to estimate the potential number of cholera cases averted through improvements in coverage in water, sanitation and hygiene (WASH) (i.e., latrines, point-of-use chlorination, and piped water), oral cholera vaccine (OCV), or a combination of both. We allowed indirect effects and non-linear relationships between effect and population coverage. Because there are limited incidence data for endemic cholera in Haiti, we estimated the incidence of cholera over 20 years in Haiti by using data from Malawi. Over the next two decades, scalable WASH interventions could avert 57,949-78,567 cholera cases, OCV could avert 38,569-77,636 cases, and interventions that combined WASH and OCV could avert 71,586-88,974 cases. Rate of implementation is the most influential variable, and combined approaches maximized the effect. Copyright © 2013 by The American Society of Tropical Medicine and Hygiene.",2013,,Am. J. Trop. Med. Hyg.,89,4,633-640,,10.4269/ajtmh.13-0201,,#1132,Fung 2013,Nancy Tahmo (2025-05-01 08:53:06)(Select): CDC; ,""
Controlling Dengue with Vaccines in Thailand,"Chao, D.L.; Halstead, S.B.; Halloran, M.E.; Longini, I.M.","Background: Dengue is a mosquito-borne infectious disease that constitutes a growing global threat with the habitat expansion of its vectors Aedes aegyti and A. albopictus and increasing urbanization. With no effective treatment and limited success of vector control, dengue vaccines constitute the best control measure for the foreseeable future. With four interacting dengue serotypes, the development of an effective vaccine has been a challenge. Several dengue vaccine candidates are currently being tested in clinical trials. Before the widespread introduction of a new dengue vaccine, one needs to consider how best to use limited supplies of vaccine given the complex dengue transmission dynamics and the immunological interaction among the four dengue serotypes. Methodology/Principal Findings: We developed an individual-level (including both humans and mosquitoes), stochastic simulation model for dengue transmission and control in a semi-rural area in Thailand. We calibrated the model to dengue serotype-specific infection, illness and hospitalization data from Thailand. Our simulations show that a realistic roll-out plan, starting with young children then covering progressively older individuals in following seasons, could reduce local transmission of dengue to low levels. Simulations indicate that this strategy could avert about 7,700 uncomplicated dengue fever cases and 220 dengue hospitalizations per 100,000 people at risk over a ten-year period. Conclusions/Significance: Vaccination will have an important role in controlling dengue. According to our modeling results, children should be prioritized to receive vaccine, but adults will also need to be vaccinated if one wants to reduce community-wide dengue transmission to low levels. © 2012 Chao et al.",2012,,PLoS. Negl. Trop. Dis.,6,10,,,10.1371/journal.pntd.0001876,,#1136,Chao 2012,Nancy Tahmo (2025-05-20 14:13:37)(Select): acknowledgement; ,""
Temporal factors in school closure policy for mitigating the spread of influenza,"Zhang, T.; Fu, X.; Kwoh, C.K.; Xiao, G.; Wong, L.; Ma, S.; Soh, H.; Lee, G.K.K.; Hung, T.; Lees, M.","Is school closure effective in mitigating influenza outbreaks? For Singapore, we developed an individual-based simulation model using real-life contact data. We evaluated the impacts of temporal factors- trigger threshold and duration- on the effectiveness of school closure as a mitigation policy. We found an upper bound of the duration of school closure, where further extension beyond which will not bring additional benefits to suppressing the attack rate and peak incidence. For school closure with a relatively short duration ( < 6 weeks), it is more effective to start closure after a relatively longer delay from the first day of infection; if the duration of school closure is long (> 6 weeks), however, it is better to start it as early as reasonable. Our studies reveal the critical importance of timing in school closure, especially in cost-cautious situations. Our studies also demonstrate the great potential of a properly developed individual-based simulation model in evaluating various disease control policies. © 2011 Macmillan Publishers Ltd.",2011,,J. Public Health Policy,32,2,180-197,,10.1057/jphp.2011.1,,#1137,Zhang 2011,"",""
