Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Fangcang shelter hospitals during the COVID-19 epidemic, Wuhan, China.","Li, Juan; Yuan, Pei; Heffernan, Jane; Zheng, Tingting; Ogden, Nick; Sander, Beate; Li, Jun; Li, Qi; Belair, Jacques; Kong, Jude Dzevela; Aruffo, Elena; Tan, Yi; Jin, Zhen; Yu, Yong; Fan, Meng; Cui, Jingan; Teng, Zhidong; Zhu, Huaiping","OBJECTIVE: To design models of the spread of coronavirus disease-2019 (COVID-19) in Wuhan and the effect of Fangcang shelter hospitals (rapidly-built temporary hospitals) on the control of the epidemic., METHODS: We used data on daily reported confirmed cases of COVID-19, recovered cases and deaths from the official website of the Wuhan Municipal Health Commission to build compartmental models for three phases of the COVID-19 epidemic. We incorporated the hospital-bed capacity of both designated and Fangcang shelter hospitals. We used the models to assess the success of the strategy adopted in Wuhan to control the COVID-19 epidemic., FINDINGS: Based on the 13 348 Fangcang shelter hospitals beds used in practice, our models show that if the Fangcang shelter hospitals had been opened on 6 February (a day after their actual opening), the total number of COVID-19 cases would have reached 7 413 798 (instead of 50 844) with 1 396 017 deaths (instead of 5003), and the epidemic would have lasted for 179 days (instead of 71)., CONCLUSION: While the designated hospitals saved lives of patients with severe COVID-19, it was the increased hospital-bed capacity of the large number of Fangcang shelter hospitals that helped slow and eventually stop the COVID-19 epidemic in Wuhan. Given the current global pandemic of COVID-19, our study suggests that increasing hospital-bed capacity, especially through temporary hospitals such as Fangcang shelter hospitals, to isolate groups of people with mild symptoms within an affected region could help curb and eventually stop COVID-19 outbreaks in communities where effective household isolation is not possible. Copyright (c) 2020 The authors; licensee World Health Organization.",2020,,Bulletin of the World Health Organization,98,12,830-841D,,10.2471/BLT.20.258152,,#274,Li 2020,Exclusion reason: No knowledge user participation; ,""
"Studies of the Transmission Dynamics, Mathematical Model Development and the Control of Schistosome Parasites by Mass Drug Administration in Human Communities.","Anderson, R M; Turner, H C; Farrell, S H; Truscott, J E","Schistosomiasis is global in extent within developing countries, but more than 90% of the at-risk population lives in sub-Saharan Africa. In total, 261 million people are estimated to require preventive treatment. However, with increasing drug availability through donation, the World Health Organization has set a goal of increasing coverage to 75% of at-risk children in endemic countries and elimination in some regions. In this chapter, we discuss key biological and epidemiological processes involved in the schistosome transmission cycle and review the history of modelling schistosomiasis and the impact of mass drug administration, including both deterministic and stochastic approaches. In particular, we look at the potential impact of the WHO 2020 schistosomiasis treatment goals. Copyright © 2016 Elsevier Ltd. All rights reserved.",2016,,Advances in parasitology,94,"2oc, 0370435",199-246,,10.1016/bs.apar.2016.06.003,,#284,Anderson 2016,Exclusion reason: Irrelevant study; ,""
"Transmissibility of tuberculosis among school contacts: an outbreak investigation in a boarding middle school, China.","Ma, Mai-Juan; Yang, Yang; Wang, Hai-Bin; Zhu, Yi-Fan; Fang, Li-Qun; An, Xiao-Ping; Wan, Kang-Lin; Whalen, Christopher C; Yang, Xiao-Xian; Lauzardo, Michael; Zhang, Zhi-Yi; Cao, Jin-Feng; Tong, Yi-Gang; Dai, Er-Hei; Cao, Wu-Chun","Tuberculosis (TB) outbreak occurred in a boarding middle school of China. We explored its probable sources and quantified the transmissibility and pathogenicity of TB. Clinical evaluation, tuberculin skin testing and chest radiography were conducted to identify TB cases. Mycobacterium tuberculosis isolates underwent genotyping analysis to identify the outbreak source. A chain-binomial transmission model was used to evaluate transmissibility and pathogenicity of TB. A total of 46 active cases were ascertained among 258 students and 15 teachers/staff, an attack rate of 16.8%. Genetic analyses revealed two groups of M. tuberculosis cocirculating during the outbreak and possible importation from local communities. Secondary attack rates among students were 4.1% (2.9%, 5.3%) within grade and 7.9% (4.9%, 11%) within class. An active TB case was estimated to infect 8.4 (7.2, 9.6) susceptible people on average. The smear-positive cases were 28 (8, 101) times as infective as smear-negative cases. Previous BCG vaccination could reduce the probability of developing symptoms after infection by 70% (1.4%, 91%). The integration of clinical evaluation, genetic sequencing, and statistical modeling greatly enhanced our understanding of TB transmission dynamics. Timely diagnosis of smear-positive cases, especially in the early phase of the outbreak, is the key to preventing further spread among close contacts. Copyright © 2015 Elsevier B.V. All rights reserved.",2015,,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",32,101084138,148-55,,10.1016/j.meegid.2015.03.001,,#287,Ma 2015,Exclusion reason: Not a mathematical model; ,""
Are major reductions in new HIV infections possible with people who inject drugs? The case for low dead-space syringes in highly affected countries.,"Zule, William A; Cross, Harry E; Stover, John; Pretorius, Carel","Circumstantial evidence from laboratory studies, mathematical models, ecological studies and bio behavioural surveys, suggests that injection-related HIV epidemics may be averted or reversed if people who inject drugs (PWID) switch from using high dead-space to using low dead-space syringes. In laboratory experiments that simulated the injection process and rinsing with water, low dead space syringes retained 1000 times less blood than high dead space syringes. In mathematical models, switching PWID from high dead space to low dead space syringes prevents or reverses injection-related HIV epidemics. No one knows if such an intervention is feasible or what effect it would have on HIV transmission among PWID. Feasibility studies and randomized controlled trials (RCTs) will be needed to answer these questions definitively, but these studies will be very expensive and take years to complete. Rather than waiting for them to be completed, we argue for an approach similar to that used with needle and syringe programs (NSP), which were promoted and implemented before being tested more rigorously. Before implementation, rapid assessments that involve PWID will need to be conducted to ensure buy-in from PWID and other local stakeholders. This commentary summarizes the existing evidence regarding the protective effects of low dead space syringes and estimates potential impacts on HIV transmission; it describes potential barriers to transitioning PWID from high dead space to low dead space needles and syringes; and it presents strategies for overcoming these barriers. Copyright © 2012 Elsevier B.V. All rights reserved.",2013,,The International journal on drug policy,24,1,1-7,,10.1016/j.drugpo.2012.07.002,,#295,Zule 2013,Exclusion reason: Review; ,""
"Campus quarantine (Fengxiao) for curbing emergent infectious diseases: lessons from mitigating  A/H1N1 in Xi'an, China.","Tang, Sanyi; Xiao, Yanni; Yuan, Lin; Cheke, Robert A; Wu, Jianhong","During the 2009 A/H1N1 influenza pandemic, very strict interventions including campus quarantine (Fengxiao) (restrictions on the movements of university personnel) were taken in mainland China to slow down the initial spread of the disease from the university network to a wider community. The decision for implementation and/or relaxation of Fengxiao depends on the assessment of the level of infection within the university network compared with that in the wider community and on the degree of interruption of normal academic activities and the associated social/economic costs. However, the most important consideration influencing the decision is whether the initiation and termination of Fengxiao can alter the pattern of disease spread in the entire community for effective prevention and control of the emerging disease. Here we formulate and analyze a dynamic model to evaluate the effectiveness of Fengxiao as a social distance measure for curbing the outbreak in major cities of China. Using data from the initial laboratory-confirmed cases admitted to the 8th Hospital of Xi'an (the capital city of the Shaanxi Province), we estimated the reproduction number for the period under consideration in the range 1.273-1.784 and concluded that the population's mobility, combined with the suspension of the Fengxiao strategy, was a key factor contributing to a subsequent epidemic wave. Fengxiao in China is a reversal of the usual strategy of school closures adopted in many other countries, but the lessons learnt from it may be useful for disease management in other countries where restrictions on the movements across a facility boundary and close monitoring of the infection within the facility are feasible in the long term. Copyright © 2011 Elsevier Ltd. All rights reserved.",2012,,Journal of theoretical biology,295,"k8n, 0376342",47-58,,10.1016/j.jtbi.2011.10.035,,#296,Tang 2012,Exclusion reason: No knowledge user participation; ,""
Model-based estimation of vaccine effects from community vaccine trials.,"Longini, Ira M Jr; Halloran, M Elizabeth; Nizam, Azhar","Community vaccine trials are becoming increasingly important to assess both the direct and indirect community level effects of vaccination. In this paper, we present statistical methods to analyse such trials, using a design with several matched pairs of communities. The communities are matched on similarities in infection transmission as reflected through the basic reproduction number. Two methods of analysis are presented and compared. The first is simple empirical estimation of vaccine effects. Summary measures of these effects are constructed by reciprocal variance weighted averages across the community pairs. The second is likelihood-based where we derive a mixed effects epidemic model. This model takes the intercommunity variability into account through a random effect on the basic reproduction number. With this model, we derive a distribution-free estimator for the variance of the random effect. We use simulated epidemics to explore the performance of the two estimation methods for different numbers of community pairs and different levels of inter-pair variability. Both methods provide acceptable estimates in terms of bias and precision under reasonable conditions. Although the empirical approach involves fewer assumptions than the model-based approach, the resulting vaccine effectiveness estimates are only applicable to the vaccination fraction tested in the trial. In contrast, the model-based approach can be used to predict the vaccine effectiveness at vaccination fractions other than those used in the trial. Thus, it can be used as a public health policy tool for predicting the community level effects of vaccination. We demonstrate such use by predicting total vaccine effectiveness for the whole range of vaccination fractions. Copyright 2002 John Wiley & Sons, Ltd.",2002,,Statistics in medicine,21,4,481-95,,10.1002/sim.994,,#310,Longini 2002,Exclusion reason: Irrelevant study; ,""
Predicting the impact of non-pharmaceutical interventions against COVID-19 on Mycoplasma pneumoniae in the United States,Park S.W.; Noble B.; Howerton E.; Nielsen B.F.; Jiudice S.S.; Ambroggio L.; Dominguez S.; Messacar K.; Grenfell B.T.,"The introduction of non-pharmaceutical interventions (NPIs) against COVID-19 disrupted circulation of many respiratory pathogens and eventually caused large, delayed outbreaks, owing to the build up of the susceptible pool during the intervention period. In contrast to other common respiratory pathogens that re-emerged soon after the NPIs were lifted, longer delays (> 3 years) in the outbreaks of Mycoplasma pneumoniae (Mp), a bacterium commonly responsible for respiratory infections and pneumonia, have been reported in Europe and Asia. As Mp cases are continuing to increase in the US, predicting the size of an imminent outbreak is timely for public health agencies and decision makers. Here, we use simple mathematical models to provide robust predictions about a large upcoming Mp outbreak in the US. Our model further illustrates that NPIs and waning immunity are important factors in driving long delays in epidemic resurgence.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-NC-ND 4.0 International license.",2024,,medRxiv,,"(Park, Howerton, Grenfell) Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ, United States(Park) Department of Ecology and Evolution, University of Chicago, Chicago, IL, United States(Noble, Jiudice) bioMerieux, Salt Lak",,2034444835,10.1101/2024.08.19.24312254,,#312,Park 2024,Exclusion reason: No knowledge user participation; ,""
Unifying human infectious disease models and real-time awareness of population- and subpopulation-level intervention effectiveness,Seibel R.L.; Tildesley M.J.; Hill E.M.,"Background. During infectious disease outbreaks, humans often base their decision to adhere to an intervention strategy on their personal opinion towards the intervention, perceived risk of infection and intervention effectiveness. However, due to data limitations and inference challenges, infectious disease models usually omit variables that may impact an individual's decision to get vaccinated and their awareness of the intervention's effectiveness of disease control within their social contacts as well as the overall population. Methods. We constructed a compartmental, deterministic Susceptible-Exposed-Infectious-Recovered (SEIR) disease model that includes a behavioural function with parameters influencing intervention uptake. The behavioural function accounted for an initial subpopulation opinion towards an intervention, their outbreak information sensitivity and the extent they are swayed by the real-time intervention effectiveness information (at a subpopulation- and population-level). Applying the model to vaccination uptake and three human pathogens - pandemic influenza, SARS-CoV-2 and Ebola virus - we explored through model simulation how these intervention adherence decision parameters and behavioural heterogeneity in the population impacted epidemiological outcomes. Results. From our model simulations we found that differences in preference towards outbreak information were pathogen-specific. Therefore, in some pathogen systems, outbreak information types at different outbreak stages may be more informative to an information-sensitive population and lead to less severe epidemic outcomes. In both behaviourally-homogeneous and behaviourally-heterogeneous populations, pandemic influenza showed patterns distinct from SARS-CoV-2 and Ebola for cumulative epidemiological metrics of interest. Furthermore, there was notable sensitivity in outbreak size under different assumptions regarding the population split in behavioural traits. Outbreak information preference was sensitive to vaccine efficacy, which demonstrates the importance of considering human behaviour during outbreaks in the context of the perceived effectiveness of the intervention. Implications. Incorporating behavioural functions that modify infection control intervention adherence into epidemiological models can aid our understanding of adherence dynamics during outbreaks. Ultimately, by parameterising models with what we know about human behaviour towards vaccination (and other infection control interventions) adherence, such models can help assist decision makers during outbreaks. Such progress will be particularly important for emerging infectious diseases when there is initially little information on the disease dynamics and intervention effectiveness.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY 4.0 International license.",2024,,medRxiv,,"(Seibel) EPSRC and MRC Centre for Doctoral Training in Mathematics for Real-World Systems, Mathematics Institute, University of Warwick, Coventry, United Kingdom(Seibel, Tildesley, Hill) Zeeman Institute for Systems Biology and Infectious Disease Epidemio",,2030219654,10.1101/2024.01.17.24301344,,#313,Seibel 2024,Exclusion reason: Preprint; ,""
SHIVIR - An Agent-Based Model to assess the transmission of COVID-19 in India,Narassima M.S.; John D.; Anbuudayasankar S.P.; Jammy G.R.; Pant R.; Choudhury L.,"Background COVID-19 has tormented the global health and economy like no other event in the recent past. Researchers and policymakers have been working strenuously to end the pandemic completely. Methodology/ Principal Findings Infectious disease dynamics could be well-explained at an individual level with established contact networks and disease models that represent the behaviour of the infection. Hence, an Agent-Based Model, SHIVIR (Susceptible, Infected, Admitted, ICU, Ventilator, Recovered, Immune) that can assess the transmission dynamics of COVID-19 and the effects of Non-Pharmaceutical Interventions (NPI) was developed. Two models were developed using to test the synthetic populations of Rangareddy, a district in Telangana state, and the state itself respectively. NPI such as lockdowns, masks, and social distancing along with the effect of post-recovery immunity were tested across scenarios. The actual and forecast curves were plotted till the unlock phase began in India. The Mean Absolute Percentage Error of scenario MD100I180 was 6.41 percent while those of 3 other scenarios were around 10 percent each. Since the model anticipated lifting of lockdowns that would increase the contact rate proportionately, the forecasts exceeded the actual estimates. Some possible reasons for the difference are discussed. Conclusions Models like SHIVIR that employ a bottom-up Agent-Based Modelling are more suitable to investigate various aspects of infectious diseases owing to their ability to hold details of each individual in the population. Also, the scalability and reproducibility of the model allow modifications to variables, disease model, agent attributes, etc. to provide localized estimates across different places.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY 4.0 International license.",2022,,medRxiv,,"(Narassima) Academics, Great Lakes Institute of Management, Tamil Nadu, Chennai, India(John) Department of Public Health, Ramaiah University of Applied Sciences, Karnataka, Bengaluru, India(Anbuudayasankar) Department of Mechanical Engineering, Amrita Sch",,2018694739,10.1101/2022.05.26.22275624,,#314,Narassima 2022,Exclusion reason: Preprint; ,""
"A compartmental deterministic epidemiological model with non-linear differential equations for analyzing the co-infection dynamics between COVID-19, HIV, and Monkeypox diseases",Odiba Peace O.; Acheneje Godwin O.; Bolaji B.,"One of the realities of the COVID-19 worldwide pandemic is the occurrence of infected individuals with COVID-19 and two other diseases, Monkeypox and HIV. This study presents a compartmental deterministic epidemiological model with non-linear differential equations to study the transmission dynamics of the co-infection of the three diseases. Rigorous analysis of the model shows that the disease-free equilibrium was locally and globally asymptotically stable when the associated reproduction number of the diseases was not up to unity, showing that the spread of the diseases and their co-circulation can be effectively controlled in this circumstance. Real-life data about the diseases are collated and fitted to the model through which values of key parameters of the model were estimated. These parameters' values were used to carry out numerical simulations of the model using MATLAB and validate the qualitative results obtained earlier from the model. The numerical simulation of the model was used to explore the interactions and dynamics resulting from the co-infection of COVID-19, HIV, and Monkeypox in humans, including the reciprocal impacts of each of the diseases on the other two, their patterns of coexistence and their effects on the host. We developed a tool to help predict the co-infection of the three diseases. Through the insights gained in this study, recommendations were made to policymakers in the healthcare sector on how to combat effectively and adequately the co-infection of the three diseases in the human population and mitigate their disease burden.Copyright © 2024 The Author(s)",2024,,Healthcare Analytics,5,"(Odiba Peace, Acheneje Godwin, Bolaji) Department of Mathematical Sciences, Prince Abubakar Audu University, Anyigba, Nigeria(Odiba Peace, Acheneje Godwin, Bolaji) Laboratory of Mathematical Epidemiology and Applied Sciences, Prince Abubakar Audu Universi",100311,2031175296,10.1016/j.health.2024.100311,,#323,OdibaPeace 2024,Exclusion reason: No knowledge user participation; ,""
An optimization model with simulation for optimal regional allocation of COVID-19 vaccines,Pino R.; Mendoza V.M.; Enriquez E.A.; Velasco A.C.; Mendoza R.,"In response to the coronavirus disease 2019 (COVID-19) pandemic, the allocation of vaccines has become a crucial undertaking, particularly in the Philippines. The efficient distribution of vaccines across different regions remains vital. In this study, we present an approach to determine the optimal allocation of COVID-19 vaccines in the Philippines, leveraging actual data on the supply of vaccines per region for different brands. A notable advantage of our work, compared to existing models, is the comprehensive consideration of crucial factors, including vaccine effectiveness, waning immunity, various age groups, population data, and weekly vaccination rates. We formulate a linear programming model with the objective of minimizing both the primary and breakthrough infections. Several constraints are incorporated into the model, including vaccine supply, the size of the eligible population, weekly vaccination rates, and the interval between vaccine doses set by the Philippine government. Our findings show that prioritizing the pediatric population (aged 5 to 11) for the primary vaccination series within the initial three months is vital. Administering first booster shots to those aged 12 and older during this period is also recommended. Numerical results indicate a preference for highly effective vaccine brands in regions with a high COVID-19 incidence proportion. Conversely, vaccines with lower effectiveness are suitable for primary doses in regions with low COVID-19 cases. This research provides an analytical approach in addressing the complexities of COVID-19 vaccine distribution and allocation. It offers essential guidance to policymakers in the Philippines, enhancing population protection, and contributing to economic recovery.Copyright © 2023 The Author(s)",2023,,Healthcare Analytics,4,"(Pino, Mendoza, Enriquez, Velasco, Mendoza) Institute of Mathematics, University of the Philippines Diliman, Quezon City, Philippines",100244,2026573771,10.1016/j.health.2023.100244,,#325,Pino 2023,Exclusion reason: Not a mathematical model; ,""
System mapping with adolescents: Using group model building to map the complexity of obesity,Savona N.; Brown A.; Macauley T.; Aguiar A.; Hayward J.; Ayuandini S.; Habron J.; Grewal N.K.; Luszczynska A.; Mendes S.; Klepp K.-I.; Rutter H.; Allender S.; Knai C.,"Public health research and practice is increasingly employing systems thinking to help grapple with complex issues, from obesity to HIV treatment. At the same time, there is growing recognition that to address a given problem it is essential collaborate with those most at risk of or affected by it. Group model building (GMB), a process grounded in system dynamics, combines systems thinking and participatory methods to structure and address complex issues. As part of the CO-CREATE project we conducted GMB sessions with young people in six countries to create causal loop diagrams showing the factors that they believe drive obesity. This paper describes the background to GMB and the process we used to construct causal loop diagrams; it discusses how GMB contributed to generating noteworthy and useful findings, and the strengths and limitations of the method. Using GMB, we identified areas of concern to adolescents in relation to obesity that have so far had little attention in obesity research and policy: mental health and online activity. In using GMB, we also helped answer calls for a more participatory approach to youth involvement in research and policy development.Copyright © 2022 The Authors. Obesity Reviews published by John Wiley & Sons Ltd on behalf of World Obesity Federation.",2023,,Obesity Reviews,24,S1,e13506,2020187660,10.1111/obr.13506,,#329,Savona 2023,Exclusion reason: Not an infectious disease; ,""
