Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Wastewater threshold as an indicator of COVID-19 cases in correctional facilities for public health response: A modeling study.,"Han, Dan; Linares, Pamela; Holm, Rochelle H; Chandran, Kartik; Smith, Ted","Although prison facilities are not fully isolated from the communities in which they are located, most of the population is confined and requires high levels of health vigilance and protection. This study aimed to examine the dynamic relationship between facility-level wastewater viral concentrations and the probability of at least one positive COVID-19 case within the facility. The study period was from January 11, 2021 to May 8, 2023. Wastewater samples were collected and analyzed for SARS-CoV-2 (N1) and pepper mild mottle virus (PMMoV) three times weekly across 14 prison facilities in Kentucky (USA). Positive clinical case reports were also provided. A hierarchical Bayesian facility-level temporal model with a latent lagged process was developed. We modeled facility-specific SARS-CoV-2 (N1) normalized by the PMMoV wastewater concentration ratio threshold associated with at least one COVID-19 clinical case at an 80 % probability. The threshold differed among facilities. Across the 14 facilities, our model demonstrates a mean capture rate of 94.95 % via the N1/PMMoV ratio threshold with pts>=0.5. However, as the pts threshold was set higher, such as at >=0.9, the mean capture rate of the model was reduced to 60 %. This robust performance underscores the effectiveness of the model for accurately detecting the presence of positive COVID-19 cases among incarcerated people. The findings of this study provide a facility-specific threshold model for public health response based on frequent wastewater surveillance. Copyright © 2024 Elsevier Ltd. All rights reserved.",2024,,Water research,260,"dv7, 0105072",121934,,10.1016/j.watres.2024.121934,,#218,Han 2024,"",""
Seasonal variability and stochastic branching process in malaria outbreak probability.,"Akhi, Asma Akter; Mohammad, Kazi Mehedi; Kamrujjaman, Md","BACKGROUND: Malaria is the world's most fatal and challenging parasitic disease, caused by the Plasmodium parasite, which is transmitted to humans by the bites of infected female mosquitoes. Bangladesh is the most vulnerable region to spread malaria because of its geographic position. In this paper, we have considered the dynamics of vector-host models and observed the stochastic behavior. This study elaborates on the seasonal variability and calculates the probability of disease outbreaks., METHODS: We present a model for malaria disease transmission and develop its corresponding continuous-time Markov chain (CTMC) representation. The proposed vector-host models illustrate the malaria transmission model along with sensitivity analysis. The deterministic model with CTMC curves is depicted to show the randomness in real scenarios. Sequentially, we expand these studies to a time-varying stochastic vector-host model that incorporates seasonal variability. Phase plane analysis is conducted to explore the characteristics of the disease, examine interactions among various compartments, and evaluate the impact of key parameters. The branching process approximation is developed for the corresponding vector-host model to calculate the probability outbreak. Numerous numerical results are accomplished to observe the analytical investigation., RESULTS: Seasonality and contact patterns affect the dynamics of disease outbreaks. The numerical illustration provides that the probability of a disease outbreak depends on the infected host or vector. Additionally, periodic transmission rates have a great influence on the probability outbreak. The basic reproduction number (R0) is derived, which is the main justification for studying the dynamical behavior of epidemic models., CONCLUSIONS: Seasonal variability significantly impacts malaria transmission, and the probability of disease outbreaks is influenced by time and the initial number of infected individuals. Moreover, the branching process approximation is applicable when the population size is large enough and the basic reproduction number is less than 1. In the future, such analysis can help decision-makers understand the impact of various parameters and their stochastic behavior in the vector-host model to prevent such types of disease outbreaks. Copyright © 2024 Elsevier B.V. All rights reserved.",2024,,Acta tropica,257,0370374,107311,,10.1016/j.actatropica.2024.107311,,#219,Akhi 2024,"",""
Chimeric Forecasting: An experiment to leverage human judgment to improve forecasts of infectious disease using simulated surveillance data.,"McAndrew, Thomas; Gibson, Graham C; Braun, David; Srivastava, Abhishek; Brown, Kate","Forecasts of infectious agents provide public health officials advanced warning about the intensity and timing of the spread of disease. Past work has found that accuracy and calibration of forecasts is weakest when attempting to predict an epidemic peak. Forecasts from a mechanistic model would be improved if there existed accurate information about the timing and intensity of an epidemic. We presented 3000 humans with simulated surveillance data about the number of incident hospitalizations from a current and two past seasons, and asked that they predict the peak time and intensity of the underlying epidemic. We found that in comparison to two control models, a model including human judgment produced more accurate forecasts of peak time and intensity of hospitalizations during an epidemic. Chimeric models have the potential to improve our ability to predict targets of public health interest which may in turn reduce infectious disease burden. Copyright © 2024 The Authors. Published by Elsevier B.V. All rights reserved.",2024,,Epidemics,47,101484711,100756,,10.1016/j.epidem.2024.100756,,#221,McAndrew 2024,"",""
COVSIM: A stochastic agent-based COVID-19 SIMulation model for North Carolina.,"Rosenstrom, Erik T; Ivy, Julie S; Mayorga, Maria E; Swann, Julie L","We document the evolution and use of the stochastic agent-based COVID-19 simulation model (COVSIM) to study the impact of population behaviors and public health policy on disease spread within age, race/ethnicity, and urbanicity subpopulations in North Carolina. We detail the methodologies used to model the complexities of COVID-19, including multiple agent attributes (i.e., age, race/ethnicity, high-risk medical status), census tract-level interaction network, disease state network, agent behavior (i.e., masking, pharmaceutical intervention (PI) uptake, quarantine, mobility), and variants. We describe its uses outside of the COVID-19 Scenario Modeling Hub (CSMH), which has focused on the interplay of nonpharmaceutical and pharmaceutical interventions, equitability of vaccine distribution, and supporting local county decision-makers in North Carolina. This work has led to multiple publications and meetings with a variety of local stakeholders. When COVSIM joined the CSMH in January 2022, we found it was a sustainable way to support new COVID-19 challenges and allowed the group to focus on broader scientific questions. The CSMH has informed adaptions to our modeling approach, including redesigning our high-performance computing implementation. Copyright © 2024 The Author(s). Published by Elsevier B.V. All rights reserved.",2024,,Epidemics,46,101484711,100752,,10.1016/j.epidem.2024.100752,,#224,Rosenstrom 2024,"",""
"Taking cues from machine learning, compartmental and time series models for SARS-CoV-2 omicron infection in Indian provinces.","Yadav, Subhash Kumar; Khan, Saif Ali; Tiwari, Mayank; Kumar, Arun; Kumar, Vinit; Akhter, Yusuf","SARS-CoV-2, the virus responsible for COVID-19, posed a significant threat to the world. We analyzed COVID-19 dissemination data in the top ten Indian provinces by infection incidences using the Susceptible-Infectious-Removed (SIR) model, an Autoregressive Integrated Moving Average (ARIMA) time series model, a machine learning model based on the Random Forest, and distribution fitting. Outbreaks are expected to continue if the Basic Reproduction Number (R0) > 1, and infection waves are anticipated to end if the R0 < 1, as determined by the SIR model. Different parametric probability distributions are also fitted. Data collected from December 12, 2021, to March 31, 2022, encompassing data from both before and during the implementation of strict control measures. Based on the estimates of the model parameters, health agencies and government policymakers can develop strategies to combat the spread of the disease in the future, and the most effective technique can be recommended for real-world application for other outbreaks of COVID-19. The best method out of these could be also implemented further on the epidemiological data of other similar infectious agents. Copyright © 2024 Elsevier Ltd. All rights reserved.",2024,,Spatial and spatio-temporal epidemiology,48,101516571,100634,,10.1016/j.sste.2024.100634,,#225,Yadav 2024,"",""
The Ebola Crisis and the Corresponding Public Behavior: A System Dynamics Approach.,"Sharareh, Nasser; S Sabounchi, Nasim; Sayama, Hiroki; MacDonald, Roderick","BACKGROUND: The interaction of several sociocultural and environmental factors during an epidemic crisis leads to behavioral responses that consequently make the crisis control a complex problem., METHODS: The system dynamics approach has been adopted to study the relationships between spread of disease, public attention, situational awareness, and community's response to the Ebola epidemic., RESULTS: In developing different simulation models to capture the trend of death and incidence data from the World Health Organization for the Ebola outbreak, the final model has the best fit to the historical trends. Results demonstrate that the increase of quarantining rate over time due to increase in situational awareness and performing safe burials had a significant impact on the control of epidemic. However, public attention did not play a significant role., CONCLUSION: The best fit to historical data are achieved when behavioral factors specific to West Africa like studying the Situational Awareness and Public Attention are included in the model. However, by ignoring the sociocultural factors, the model is not able to represent the reality; therefore, in the case of any epidemics, it is necessary that all the parties and community members find the most significant behavioral factors that can curb the epidemic.",2016,,PLoS currents,8,101515638,,,10.1371/currents.outbreaks.23badd9821870a002fa86bef6893c01d,,#227,Sharareh 2016,"",""
Modeling the spread of circulating vaccine-derived poliovirus type 2 outbreaks and interventions: A case study of Nigeria.,"Sun, Yuming; Keskinocak, Pinar; Steimle, Lauren N; Kovacs, Stephanie D; Wassilak, Steven G","Background: Despite the successes of the Global Polio Eradication Initiative, substantial challenges remain in eradicating the poliovirus. The Sabin-strain (live-attenuated) virus in oral poliovirus vaccine (OPV) can revert to circulating vaccine-derived poliovirus (cVDPV) in under-vaccinated communities, regain neurovirulence and transmissibility, and cause paralysis outbreaks. Since the cessation of type 2-containing OPV (OPV2) in 2016, there have been cVDPV type 2 (cVDPV2) outbreaks in four out of six geographical World Health Organization regions, making these outbreaks a significant public health threat. Preparing for and responding to cVDPV2 outbreaks requires an updated understanding of how different factors, such as outbreak responses with the novel type of OPV2 (nOPV2) and the existence of under-vaccinated areas, affect the disease spread., Methods: We built a differential-equation-based model to simulate the transmission of cVDPV2 following reversion of the Sabin-strain virus in prolonged circulation. The model incorporates vaccinations by essential (routine) immunization and supplementary immunization activities (SIAs), the immunity induced by different poliovirus vaccines, and the reversion process from Sabin-strain virus to cVDPV. The model's outcomes include weekly cVDPV2 paralytic case counts and the die-out date when cVDPV2 transmission stops. In a case study of Northwest and Northeast Nigeria, we fit the model to data on the weekly cVDPV2 case counts with onset in 2018-2021. We then used the model to test the impact of different outbreak response scenarios during a prediction period of 2022-2023. The response scenarios included no response, the planned response (based on Nigeria's SIA calendar), and a set of hypothetical responses that vary in the dates at which SIAs started. The planned response scenario included two rounds of SIAs that covered almost all areas of Northwest and Northeast Nigeria except some under-vaccinated areas (e.g., Sokoto). The hypothetical response scenarios involved two, three, and four rounds of SIAs that covered the whole Northwest and Northeast Nigeria. All SIAs in tested outbreak response scenarios used nOPV2. We compared the outcomes of tested outbreak response scenarios in the prediction period., Results: Modeled cVDPV2 weekly case counts aligned spatiotemporally with the data. The prediction results indicated that implementing the planned response reduced total case counts by 79% compared to no response, but did not stop the transmission, especially in under-vaccinated areas. Implementing the hypothetical response scenarios involving two rounds of nOPV2 SIAs that covered all areas further reduced cVDPV2 case counts in under-vaccinated areas by 91-95% compared to the planned response, with greater impact from completing the two rounds at an earlier time, but it did not stop the transmission. When the first two rounds were completed in early April 2022, implementing two additional rounds stopped the transmission in late January 2023. When the first two rounds were completed six weeks earlier (i.e., in late February 2022), implementing one (two) additional round stopped the transmission in early February 2023 (late November 2022). The die out was always achieved last in the under-vaccinated areas of Northwest and Northeast Nigeria., Conclusions: A differential-equation-based model of poliovirus transmission was developed and validated in a case study of Northwest and Northeast Nigeria. The results highlighted (i) the effectiveness of nOPV2 in reducing outbreak case counts; (ii) the need for more rounds of outbreak response SIAs that covered all of Northwest and Northeast Nigeria in 2022 to stop the cVDPV2 outbreaks; (iii) that persistent transmission in under-vaccinated areas delayed the progress towards stopping outbreaks; and (iv) that a quicker outbreak response would avert more paralytic cases and require fewer SIA rounds to stop the outbreaks. Copyright © 2024 The Authors.",2024,,Vaccine: X,18,101748769,100476,,10.1016/j.jvacx.2024.100476,,#229,Sun 2024,"",""
"Tracking external introductions of HIV using phylodynamics reveals a major source of infections in rural KwaZulu-Natal, South Africa.","Rasmussen, David A; Wilkinson, Eduan; Vandormael, Alain; Tanser, Frank; Pillay, Deenan; Stadler, Tanja; de Oliveira, Tulio","Despite increasing access to antiretrovirals, HIV incidence in rural KwaZulu-Natal remains among the highest ever reported in Africa. While many epidemiological factors have been invoked to explain such high incidence, widespread human mobility and viral movement suggest that transmission between communities may be a major source of new infections. High cross-community transmission rates call into question how effective increasing the coverage of antiretroviral therapy locally will be at preventing new infections, especially if many new cases arise from external introductions. To help address this question, we use a phylodynamic model to reconstruct epidemic dynamics and estimate the relative contribution of local transmission versus external introductions to overall incidence in KwaZulu-Natal from HIV-1 phylogenies. By comparing our results with population-based surveillance data, we show that we can reliably estimate incidence from viral phylogenies once viral movement in and out of the local population is accounted for. Our analysis reveals that early epidemic dynamics were largely driven by external introductions. More recently, we estimate that 35 per cent (95% confidence interval: 20-60%) of new infections arise from external introductions. These results highlight the growing need to consider larger-scale regional transmission dynamics when designing and testing prevention strategies.",2018,,Virus evolution,4,2,vey037,,10.1093/ve/vey037,,#230,Rasmussen 2018,"",""
Quantifying compliance with COVID-19 mitigation policies in the US: A mathematical modeling study.,"Yamamoto, Nao; Jiang, Bohan; Wang, Haiyan","The outbreak of COVID-19 disrupts the life of many people in the world. In response to this global pandemic, various institutions across the globe had soon issued their prevention guidelines. Governments in the US had also implemented social distancing policies. However, those policies, which were designed to slow the spread of COVID-19, and its compliance, have varied across the states, which led to spatial and temporal heterogeneity in COVID-19 spread. This paper aims to propose a spatio-temporal model for quantifying compliance with the US COVID-19 mitigation policies at a regional level. To achieve this goal, a specific partial differential equation (PDE) is developed and validated with short-term predictions. The proposed model describes the combined effects of transboundary spread among state clusters in the US and human mobilities on the transmission of COVID-19. The model can help inform policymakers as they decide how to react to future outbreaks. Copyright © 2021 The Authors.",2021,,Infectious Disease Modelling,6,101692406,503-513,,10.1016/j.idm.2021.02.004,,#231,Yamamoto 2021,"",""
Cohorting to isolate asymptomatic spreaders: An agent-based simulation study on the Mumbai Suburban Railway.,"Talekar, Alok; Shriram, Sharad; Vaidhiyan, Nidhin; Aggarwal, Gaurav; Chen, Jiangzhuo; Venkatramanan, Srini; Wang, Lijing; Adiga, Aniruddha; Sadilek, Adam; Tendulkar, Ashish; Marathe, Madhav; Sundaresan, Rajesh; Tambe, Milind","The Mumbai Suburban Railways, locals, are a key transit infrastructure of the city and is crucial for resuming normal economic activity. Due to high density during transit, the potential risk of disease transmission is high, and the government has taken a wait and see approach to resume normal operations. To reduce disease transmission, policymakers can enforce reduced crowding and mandate wearing of masks. Cohorting - forming groups of travelers that always travel together, is an additional policy to reduce disease transmission on locals without severe restrictions. Cohorting allows us to: (i) form traveler bubbles, thereby decreasing the number of distinct interactions over time; (ii) potentially quarantine an entire cohort if a single case is detected, making contact tracing more efficient, and (iii) target cohorts for testing and early detection of symptomatic as well as asymptomatic cases. Studying impact of cohorts using compartmental models is challenging because of the ensuing representational complexity. Agent-based models provide a natural way to represent cohorts along with the representation of the cohort members with the larger social network. This paper describes a novel multi-scale agent-based model to study the impact of cohorting strategies on COVID-19 dynamics in Mumbai. We achieve this by modeling the Mumbai urban region using a detailed agent-based model comprising of 12.4 million agents. Individual cohorts and their inter-cohort interactions as they travel on locals are modeled using local mean field approximations. The resulting multi-scale model in conjunction with a detailed disease transmission and intervention simulator is used to assess various cohorting strategies. The results provide a quantitative trade-off between cohort size and its impact on disease dynamics and well being. The results show that cohorts can provide significant benefit in terms of reduced transmission without significantly impacting ridership and or economic & social activity.",2020,,ArXiv,,101759493,,,,,#232,Talekar 2020,"",""
Transmission dynamics and control methodology of COVID-19: A modeling study.,"Zhu, Hongjun; Li, Yan; Jin, Xuelian; Huang, Jiangping; Liu, Xin; Qian, Ying; Tan, Jindong","The coronavirus disease 2019 (COVID-19) has grown up to be a pandemic within a short span of time. To investigate transmission dynamics and then determine control methodology, we took epidemic in Wuhan as a study case. Unfortunately, to our best knowledge, the existing models are based on the common assumption that the total population follows a homogeneous spatial distribution, which is not the case for the prevalence occurred both in the community and in hospital due to the difference in the contact rate. To solve this problem, we propose a novel epidemic model called SEIR-HC, which is a model with two different social circles (i.e., individuals in hospital and community). Using the model alongside the exclusive optimization algorithm, the spread process of COVID-19 epidemic in Wuhan city is reproduced and then the propagation characteristics and unknown data are estimated. The basic reproduction number of COVID-19 is estimated to be 7.9, which is far higher than that of the severe acute respiratory syndrome (SARS). Furthermore, the control measures implemented in Wuhan are assessed and the control methodology of COVID-19 is discussed to provide guidance for limiting the epidemic spread. Copyright © 2020 Elsevier Inc. All rights reserved.",2021,,Applied mathematical modelling,89,100971316,1983-1998,,10.1016/j.apm.2020.08.056,,#233,Zhu 2021,"",""
Will an imperfect vaccine curtail the COVID-19 pandemic in the U.S.?.,"Iboi, Enahoro A; Ngonghala, Calistus N; Gumel, Abba B","The novel coronavirus (COVID-19) that emerged from Wuhan city of China in late December 2019 continue to pose devastating public health and economic challenges across the world. Although the community-wide implementation of basic non-pharmaceutical intervention measures, such as social distancing, quarantine of suspected COVID-19 cases, isolation of confirmed cases, use of face masks in public, contact tracing and testing, have been quite effective in curtailing and mitigating the burden of the pandemic, it is universally believed that the use of a vaccine may be necessary to effectively curtail and eliminating COVID-19 in human populations. This study is based on the use of a mathematical model for assessing the impact of a hypothetical imperfect anti-COVID-19 vaccine on the control of COVID-19 in the United States. An analytical expression for the minimum percentage of unvaccinated susceptible individuals needed to be vaccinated in order to achieve vaccine-induced community herd immunity is derived. The epidemiological consequence of the herd immunity threshold is that the disease can be effectively controlled or eliminated if the minimum herd immunity threshold is achieved in the community. Simulations of the model, using baseline parameter values obtained from fitting the model with COVID-19 mortality data for the U.S., show that, for an anti-COVID-19 vaccine with an assumed protective efficacy of 80%, at least 82% of the susceptible US population need to be vaccinated to achieve the herd immunity threshold. The prospect of COVID-19 elimination in the US, using the hypothetical vaccine, is greatly enhanced if the vaccination program is combined with other interventions, such as face mask usage and/or social distancing. Such combination of strategies significantly reduces the level of the vaccine-induced herd immunity threshold needed to eliminate the pandemic in the US. For instance, the herd immunity threshold decreases to 72% if half of the US population regularly wears face masks in public (the threshold decreases to 46% if everyone wears a face mask). Copyright © 2020 The Authors.",2020,,Infectious Disease Modelling,5,101692406,510-524,,10.1016/j.idm.2020.07.006,,#234,Iboi 2020,"",""
